CMDLINE python ./Hard_793/Hard_793_Gemini.py
MEM 2.015625 1744916265.0704
MEM 2.960938 1744916265.0724
MEM 4.753906 1744916265.0741
MEM 6.675781 1744916265.0757
MEM 8.277344 1744916265.0773
MEM 8.757812 1744916265.0790
MEM 9.042969 1744916265.0805
MEM 9.332031 1744916265.0821
MEM 9.691406 1744916265.0838
MEM 10.000000 1744916265.0854
MEM 9.640625 1744916265.0872
