CMDLINE python ./Medium_532/Medium_532_Gemini.py
MEM 1.980469 1745097155.8071
MEM 2.542969 1745097155.8087
MEM 3.398438 1745097155.8105
MEM 4.070312 1745097155.8122
MEM 6.683594 1745097155.8140
MEM 8.460938 1745097155.8158
MEM 9.421875 1745097155.8176
MEM 9.695312 1745097155.8194
MEM 10.011719 1745097155.8211
MEM 10.371094 1745097155.8228
MEM 10.746094 1745097155.8246
MEM 10.125000 1745097155.8262
