CMDLINE python ./Medium_611/Medium_611_Gemini.py
MEM 1.980469 1745097157.3739
MEM 2.742188 1745097157.3887
MEM 3.457031 1745097157.3903
MEM 4.062500 1745097157.3919
MEM 5.457031 1745097157.3935
MEM 7.433594 1745097157.3951
MEM 8.933594 1745097157.3967
MEM 9.433594 1745097157.3982
MEM 9.703125 1745097157.3998
MEM 9.984375 1745097157.4014
MEM 10.328125 1745097157.4030
MEM 10.699219 1745097157.4045
MEM 10.527344 1745097157.4061
