CMDLINE python ./Medium_718/Medium_718_Gemini.py
MEM 1.980469 1745097158.9359
MEM 2.535156 1745097158.9485
MEM 3.417969 1745097158.9502
MEM 4.132812 1745097158.9519
MEM 6.203125 1745097158.9538
MEM 8.085938 1745097158.9555
MEM 9.308594 1745097158.9573
MEM 9.574219 1745097158.9591
MEM 9.691406 1745097158.9605
MEM 10.003906 1745097158.9622
MEM 10.343750 1745097158.9639
MEM 10.941406 1745097158.9656
MEM 10.339844 1745097158.9673
