CMDLINE python ./Medium_400/Medium_400_Gemini.py
MEM 1.976562 1745097152.7208
MEM 2.792969 1745097152.7251
MEM 3.414062 1745097152.7267
MEM 4.062500 1745097152.7284
MEM 5.945312 1745097152.7300
MEM 7.953125 1745097152.7316
MEM 9.128906 1745097152.7332
MEM 9.585938 1745097152.7347
MEM 9.800781 1745097152.7363
MEM 10.171875 1745097152.7379
MEM 10.515625 1745097152.7395
MEM 10.398438 1745097152.7411
