CMDLINE python ./Medium_400/Medium_400_ChatGPT.py
MEM 1.980469 1745097151.9919
MEM 2.527344 1745097151.9957
MEM 3.390625 1745097151.9974
MEM 4.062500 1745097151.9991
MEM 5.992188 1745097152.0007
MEM 7.976562 1745097152.0022
MEM 9.183594 1745097152.0038
MEM 9.605469 1745097152.0054
MEM 9.800781 1745097152.0069
MEM 10.195312 1745097152.0085
MEM 10.378906 1745097152.0101
MEM 10.703125 1745097152.0117
MEM 10.199219 1745097152.0133
