CMDLINE python ./Easy_367/Easy_367_Human.py
MEM 1.980469 1745353273.6599
MEM 2.613281 1745353273.6668
MEM 3.910156 1745353273.6684
MEM 6.023438 1745353273.6700
MEM 7.187500 1745353273.6716
MEM 8.355469 1745353273.6732
MEM 8.804688 1745353273.6747
MEM 9.058594 1745353273.6763
MEM 9.468750 1745353273.6779
MEM 9.726562 1745353273.6796
MEM 10.000000 1745353273.6812
