CMDLINE python ./Easy_367/Easy_367_Gemini.py
MEM 2.019531 1745353273.2483
MEM 2.628906 1745353273.2601
MEM 4.160156 1745353273.2618
MEM 6.453125 1745353273.2635
MEM 7.785156 1745353273.2652
MEM 8.679688 1745353273.2668
MEM 8.960938 1745353273.2685
MEM 9.101562 1745353273.2701
MEM 9.515625 1745353273.2719
MEM 9.753906 1745353273.2734
MEM 10.039062 1745353273.2751
