CMDLINE python ./Easy_69/Easy_69_Human.py
MEM 1.980469 1745353275.3755
MEM 2.585938 1745353275.3820
MEM 3.582031 1745353275.3836
MEM 4.851562 1745353275.3848
MEM 6.644531 1745353275.3865
MEM 8.203125 1745353275.3881
MEM 8.617188 1745353275.3894
MEM 8.921875 1745353275.3910
MEM 9.070312 1745353275.3926
MEM 9.375000 1745353275.3942
MEM 9.718750 1745353275.3958
MEM 10.042969 1745353275.3975
MEM 9.593750 1745353275.3991
